D:\camer\driving data\IMG\center_2023_04_21_14_27_01_693.jpg,D:\camer\driving data\IMG\left_2023_04_21_14_27_01_693.jpg,D:\camer\driving data\IMG\right_2023_04_21_14_27_01_693.jpg,-0.35,1,0,17.16158
D:\camer\driving data\IMG\center_2023_04_21_14_27_01_776.jpg,D:\camer\driving data\IMG\left_2023_04_21_14_27_01_776.jpg,D:\camer\driving data\IMG\right_2023_04_21_14_27_01_776.jpg,-0.5500001,1,0,17.90779
D:\camer\driving data\IMG\center_2023_04_21_14_27_01_856.jpg,D:\camer\driving data\IMG\left_2023_04_21_14_27_01_856.jpg,D:\camer\driving data\IMG\right_2023_04_21_14_27_01_856.jpg,-0.7500002,1,0,18.58951
D:\camer\driving data\IMG\center_2023_04_21_14_27_01_936.jpg,D:\camer\driving data\IMG\left_2023_04_21_14_27_01_936.jpg,D:\camer\driving data\IMG\right_2023_04_21_14_27_01_936.jpg,0,1,0,19.28117
D:\camer\driving data\IMG\center_2023_04_21_14_27_02_013.jpg,D:\camer\driving data\IMG\left_2023_04_21_14_27_02_013.jpg,D:\camer\driving data\IMG\right_2023_04_21_14_27_02_013.jpg,0,1,0,19.8522
D:\camer\driving data\IMG\center_2023_04_21_14_27_02_080.jpg,D:\camer\driving data\IMG\left_2023_04_21_14_27_02_080.jpg,D:\camer\driving data\IMG\right_2023_04_21_14_27_02_080.jpg,0,1,0,20.6485
D:\camer\driving data\IMG\center_2023_04_21_14_27_02_148.jpg,D:\camer\driving data\IMG\left_2023_04_21_14_27_02_148.jpg,D:\camer\driving data\IMG\right_2023_04_21_14_27_02_148.jpg,0,1,0,21.25423
D:\camer\driving data\IMG\center_2023_04_21_14_27_02_237.jpg,D:\camer\driving data\IMG\left_2023_04_21_14_27_02_237.jpg,D:\camer\driving data\IMG\right_2023_04_21_14_27_02_237.jpg,0,1,0,22.24319
D:\camer\driving data\IMG\center_2023_04_21_14_27_02_317.jpg,D:\camer\driving data\IMG\left_2023_04_21_14_27_02_317.jpg,D:\camer\driving data\IMG\right_2023_04_21_14_27_02_317.jpg,0,1,0,23.03245
D:\camer\driving data\IMG\center_2023_04_21_14_27_02_407.jpg,D:\camer\driving data\IMG\left_2023_04_21_14_27_02_407.jpg,D:\camer\driving data\IMG\right_2023_04_21_14_27_02_407.jpg,0,1,0,23.8153
D:\camer\driving data\IMG\center_2023_04_21_14_27_02_477.jpg,D:\camer\driving data\IMG\left_2023_04_21_14_27_02_477.jpg,D:\camer\driving data\IMG\right_2023_04_21_14_27_02_477.jpg,-0.1,1,0,24.58854
D:\camer\driving data\IMG\center_2023_04_21_14_27_02_559.jpg,D:\camer\driving data\IMG\left_2023_04_21_14_27_02_559.jpg,D:\camer\driving data\IMG\right_2023_04_21_14_27_02_559.jpg,-0.3,1,0,25.31183
D:\camer\driving data\IMG\center_2023_04_21_14_27_02_636.jpg,D:\camer\driving data\IMG\left_2023_04_21_14_27_02_636.jpg,D:\camer\driving data\IMG\right_2023_04_21_14_27_02_636.jpg,-0.5000001,1,0,25.9531
D:\camer\driving data\IMG\center_2023_04_21_14_27_02_752.jpg,D:\camer\driving data\IMG\left_2023_04_21_14_27_02_752.jpg,D:\camer\driving data\IMG\right_2023_04_21_14_27_02_752.jpg,0,1,0,26.87229
D:\camer\driving data\IMG\center_2023_04_21_14_27_02_832.jpg,D:\camer\driving data\IMG\left_2023_04_21_14_27_02_832.jpg,D:\camer\driving data\IMG\right_2023_04_21_14_27_02_832.jpg,0,1,0,27.61993
D:\camer\driving data\IMG\center_2023_04_21_14_27_02_904.jpg,D:\camer\driving data\IMG\left_2023_04_21_14_27_02_904.jpg,D:\camer\driving data\IMG\right_2023_04_21_14_27_02_904.jpg,0,1,0,28.36436
D:\camer\driving data\IMG\center_2023_04_21_14_27_03_008.jpg,D:\camer\driving data\IMG\left_2023_04_21_14_27_03_008.jpg,D:\camer\driving data\IMG\right_2023_04_21_14_27_03_008.jpg,0,1,0,29.28725
D:\camer\driving data\IMG\center_2023_04_21_14_27_03_078.jpg,D:\camer\driving data\IMG\left_2023_04_21_14_27_03_078.jpg,D:\camer\driving data\IMG\right_2023_04_21_14_27_03_078.jpg,-0.2,1,0,30.00173
D:\camer\driving data\IMG\center_2023_04_21_14_27_03_181.jpg,D:\camer\driving data\IMG\left_2023_04_21_14_27_03_181.jpg,D:\camer\driving data\IMG\right_2023_04_21_14_27_03_181.jpg,-0.45,1,0,30.1519
D:\camer\driving data\IMG\center_2023_04_21_14_27_03_252.jpg,D:\camer\driving data\IMG\left_2023_04_21_14_27_03_252.jpg,D:\camer\driving data\IMG\right_2023_04_21_14_27_03_252.jpg,0,1,0,30.18667
D:\camer\driving data\IMG\center_2023_04_21_14_27_03_343.jpg,D:\camer\driving data\IMG\left_2023_04_21_14_27_03_343.jpg,D:\camer\driving data\IMG\right_2023_04_21_14_27_03_343.jpg,0,1,0,30.18979
D:\camer\driving data\IMG\center_2023_04_21_14_27_03_416.jpg,D:\camer\driving data\IMG\left_2023_04_21_14_27_03_416.jpg,D:\camer\driving data\IMG\right_2023_04_21_14_27_03_416.jpg,0,1,0,30.19021
D:\camer\driving data\IMG\center_2023_04_21_14_27_03_491.jpg,D:\camer\driving data\IMG\left_2023_04_21_14_27_03_491.jpg,D:\camer\driving data\IMG\right_2023_04_21_14_27_03_491.jpg,0,1,0,30.19071
D:\camer\driving data\IMG\center_2023_04_21_14_27_03_567.jpg,D:\camer\driving data\IMG\left_2023_04_21_14_27_03_567.jpg,D:\camer\driving data\IMG\right_2023_04_21_14_27_03_567.jpg,0,1,0,30.19033
D:\camer\driving data\IMG\center_2023_04_21_14_27_03_635.jpg,D:\camer\driving data\IMG\left_2023_04_21_14_27_03_635.jpg,D:\camer\driving data\IMG\right_2023_04_21_14_27_03_635.jpg,0,1,0,30.19033
D:\camer\driving data\IMG\center_2023_04_21_14_27_03_707.jpg,D:\camer\driving data\IMG\left_2023_04_21_14_27_03_707.jpg,D:\camer\driving data\IMG\right_2023_04_21_14_27_03_707.jpg,0,1,0,30.1903
D:\camer\driving data\IMG\center_2023_04_21_14_27_03_776.jpg,D:\camer\driving data\IMG\left_2023_04_21_14_27_03_776.jpg,D:\camer\driving data\IMG\right_2023_04_21_14_27_03_776.jpg,0,1,0,30.19029
D:\camer\driving data\IMG\center_2023_04_21_14_27_03_875.jpg,D:\camer\driving data\IMG\left_2023_04_21_14_27_03_875.jpg,D:\camer\driving data\IMG\right_2023_04_21_14_27_03_875.jpg,-0.25,1,0,30.17474
D:\camer\driving data\IMG\center_2023_04_21_14_27_03_947.jpg,D:\camer\driving data\IMG\left_2023_04_21_14_27_03_947.jpg,D:\camer\driving data\IMG\right_2023_04_21_14_27_03_947.jpg,0,1,0,30.19077
D:\camer\driving data\IMG\center_2023_04_21_14_27_04_020.jpg,D:\camer\driving data\IMG\left_2023_04_21_14_27_04_020.jpg,D:\camer\driving data\IMG\right_2023_04_21_14_27_04_020.jpg,0,1,0,30.19003
D:\camer\driving data\IMG\center_2023_04_21_14_27_04_138.jpg,D:\camer\driving data\IMG\left_2023_04_21_14_27_04_138.jpg,D:\camer\driving data\IMG\right_2023_04_21_14_27_04_138.jpg,0,1,0,30.19048
D:\camer\driving data\IMG\center_2023_04_21_14_27_04_242.jpg,D:\camer\driving data\IMG\left_2023_04_21_14_27_04_242.jpg,D:\camer\driving data\IMG\right_2023_04_21_14_27_04_242.jpg,0,1,0,30.19033
D:\camer\driving data\IMG\center_2023_04_21_14_27_04_351.jpg,D:\camer\driving data\IMG\left_2023_04_21_14_27_04_351.jpg,D:\camer\driving data\IMG\right_2023_04_21_14_27_04_351.jpg,-0.1,1,0,30.18757
D:\camer\driving data\IMG\center_2023_04_21_14_27_04_423.jpg,D:\camer\driving data\IMG\left_2023_04_21_14_27_04_423.jpg,D:\camer\driving data\IMG\right_2023_04_21_14_27_04_423.jpg,-0.3,1,0,30.16948
D:\camer\driving data\IMG\center_2023_04_21_14_27_04_507.jpg,D:\camer\driving data\IMG\left_2023_04_21_14_27_04_507.jpg,D:\camer\driving data\IMG\right_2023_04_21_14_27_04_507.jpg,-0.5000001,1,0,30.14553
D:\camer\driving data\IMG\center_2023_04_21_14_27_04_571.jpg,D:\camer\driving data\IMG\left_2023_04_21_14_27_04_571.jpg,D:\camer\driving data\IMG\right_2023_04_21_14_27_04_571.jpg,0,1,0,30.18341
D:\camer\driving data\IMG\center_2023_04_21_14_27_04_641.jpg,D:\camer\driving data\IMG\left_2023_04_21_14_27_04_641.jpg,D:\camer\driving data\IMG\right_2023_04_21_14_27_04_641.jpg,0,1,0,30.18858
D:\camer\driving data\IMG\center_2023_04_21_14_27_04_715.jpg,D:\camer\driving data\IMG\left_2023_04_21_14_27_04_715.jpg,D:\camer\driving data\IMG\right_2023_04_21_14_27_04_715.jpg,0,1,0,30.18998
D:\camer\driving data\IMG\center_2023_04_21_14_27_04_794.jpg,D:\camer\driving data\IMG\left_2023_04_21_14_27_04_794.jpg,D:\camer\driving data\IMG\right_2023_04_21_14_27_04_794.jpg,0,1,0,30.19026
D:\camer\driving data\IMG\center_2023_04_21_14_27_04_868.jpg,D:\camer\driving data\IMG\left_2023_04_21_14_27_04_868.jpg,D:\camer\driving data\IMG\right_2023_04_21_14_27_04_868.jpg,0,1,0,30.19026
D:\camer\driving data\IMG\center_2023_04_21_14_27_04_945.jpg,D:\camer\driving data\IMG\left_2023_04_21_14_27_04_945.jpg,D:\camer\driving data\IMG\right_2023_04_21_14_27_04_945.jpg,-0.2,1,0,30.18072
D:\camer\driving data\IMG\center_2023_04_21_14_27_05_027.jpg,D:\camer\driving data\IMG\left_2023_04_21_14_27_05_027.jpg,D:\camer\driving data\IMG\right_2023_04_21_14_27_05_027.jpg,0,1,0,30.19091
D:\camer\driving data\IMG\center_2023_04_21_14_27_05_094.jpg,D:\camer\driving data\IMG\left_2023_04_21_14_27_05_094.jpg,D:\camer\driving data\IMG\right_2023_04_21_14_27_05_094.jpg,0,1,0,30.1901
D:\camer\driving data\IMG\center_2023_04_21_14_27_05_167.jpg,D:\camer\driving data\IMG\left_2023_04_21_14_27_05_167.jpg,D:\camer\driving data\IMG\right_2023_04_21_14_27_05_167.jpg,0,1,0,30.19022
D:\camer\driving data\IMG\center_2023_04_21_14_27_05_269.jpg,D:\camer\driving data\IMG\left_2023_04_21_14_27_05_269.jpg,D:\camer\driving data\IMG\right_2023_04_21_14_27_05_269.jpg,0,1,0,30.1903
D:\camer\driving data\IMG\center_2023_04_21_14_27_05_356.jpg,D:\camer\driving data\IMG\left_2023_04_21_14_27_05_356.jpg,D:\camer\driving data\IMG\right_2023_04_21_14_27_05_356.jpg,-0.1,1,0,30.18796
D:\camer\driving data\IMG\center_2023_04_21_14_27_05_424.jpg,D:\camer\driving data\IMG\left_2023_04_21_14_27_05_424.jpg,D:\camer\driving data\IMG\right_2023_04_21_14_27_05_424.jpg,-0.25,1,0,30.17513
D:\camer\driving data\IMG\center_2023_04_21_14_27_05_501.jpg,D:\camer\driving data\IMG\left_2023_04_21_14_27_05_501.jpg,D:\camer\driving data\IMG\right_2023_04_21_14_27_05_501.jpg,0,1,0,30.19011
D:\camer\driving data\IMG\center_2023_04_21_14_27_05_569.jpg,D:\camer\driving data\IMG\left_2023_04_21_14_27_05_569.jpg,D:\camer\driving data\IMG\right_2023_04_21_14_27_05_569.jpg,0,1,0,30.18955
D:\camer\driving data\IMG\center_2023_04_21_14_27_05_635.jpg,D:\camer\driving data\IMG\left_2023_04_21_14_27_05_635.jpg,D:\camer\driving data\IMG\right_2023_04_21_14_27_05_635.jpg,0,1,0,30.19015
D:\camer\driving data\IMG\center_2023_04_21_14_27_05_704.jpg,D:\camer\driving data\IMG\left_2023_04_21_14_27_05_704.jpg,D:\camer\driving data\IMG\right_2023_04_21_14_27_05_704.jpg,0,1,0,30.19027
D:\camer\driving data\IMG\center_2023_04_21_14_27_05_772.jpg,D:\camer\driving data\IMG\left_2023_04_21_14_27_05_772.jpg,D:\camer\driving data\IMG\right_2023_04_21_14_27_05_772.jpg,0,1,0,30.19029
D:\camer\driving data\IMG\center_2023_04_21_14_27_05_854.jpg,D:\camer\driving data\IMG\left_2023_04_21_14_27_05_854.jpg,D:\camer\driving data\IMG\right_2023_04_21_14_27_05_854.jpg,-0.15,1,0,30.18465
D:\camer\driving data\IMG\center_2023_04_21_14_27_05_923.jpg,D:\camer\driving data\IMG\left_2023_04_21_14_27_05_923.jpg,D:\camer\driving data\IMG\right_2023_04_21_14_27_05_923.jpg,-0.3,1,0,30.16931
D:\camer\driving data\IMG\center_2023_04_21_14_27_06_018.jpg,D:\camer\driving data\IMG\left_2023_04_21_14_27_06_018.jpg,D:\camer\driving data\IMG\right_2023_04_21_14_27_06_018.jpg,0,1,0,30.18751
D:\camer\driving data\IMG\center_2023_04_21_14_27_06_084.jpg,D:\camer\driving data\IMG\left_2023_04_21_14_27_06_084.jpg,D:\camer\driving data\IMG\right_2023_04_21_14_27_06_084.jpg,0,1,0,30.18965
D:\camer\driving data\IMG\center_2023_04_21_14_27_06_176.jpg,D:\camer\driving data\IMG\left_2023_04_21_14_27_06_176.jpg,D:\camer\driving data\IMG\right_2023_04_21_14_27_06_176.jpg,0,1,0,30.1902
D:\camer\driving data\IMG\center_2023_04_21_14_27_06_246.jpg,D:\camer\driving data\IMG\left_2023_04_21_14_27_06_246.jpg,D:\camer\driving data\IMG\right_2023_04_21_14_27_06_246.jpg,0,1,0,30.19027
D:\camer\driving data\IMG\center_2023_04_21_14_27_06_340.jpg,D:\camer\driving data\IMG\left_2023_04_21_14_27_06_340.jpg,D:\camer\driving data\IMG\right_2023_04_21_14_27_06_340.jpg,0,1,0,30.1903
D:\camer\driving data\IMG\center_2023_04_21_14_27_06_409.jpg,D:\camer\driving data\IMG\left_2023_04_21_14_27_06_409.jpg,D:\camer\driving data\IMG\right_2023_04_21_14_27_06_409.jpg,0,1,0,30.1903
D:\camer\driving data\IMG\center_2023_04_21_14_27_06_492.jpg,D:\camer\driving data\IMG\left_2023_04_21_14_27_06_492.jpg,D:\camer\driving data\IMG\right_2023_04_21_14_27_06_492.jpg,-0.15,1,0,30.1844
D:\camer\driving data\IMG\center_2023_04_21_14_27_06_557.jpg,D:\camer\driving data\IMG\left_2023_04_21_14_27_06_557.jpg,D:\camer\driving data\IMG\right_2023_04_21_14_27_06_557.jpg,-0.35,1,0,30.16357
D:\camer\driving data\IMG\center_2023_04_21_14_27_06_655.jpg,D:\camer\driving data\IMG\left_2023_04_21_14_27_06_655.jpg,D:\camer\driving data\IMG\right_2023_04_21_14_27_06_655.jpg,0,1,0,30.18661
D:\camer\driving data\IMG\center_2023_04_21_14_27_06_737.jpg,D:\camer\driving data\IMG\left_2023_04_21_14_27_06_737.jpg,D:\camer\driving data\IMG\right_2023_04_21_14_27_06_737.jpg,0,1,0,30.18968
D:\camer\driving data\IMG\center_2023_04_21_14_27_06_838.jpg,D:\camer\driving data\IMG\left_2023_04_21_14_27_06_838.jpg,D:\camer\driving data\IMG\right_2023_04_21_14_27_06_838.jpg,0,1,0,30.19022
D:\camer\driving data\IMG\center_2023_04_21_14_27_06_940.jpg,D:\camer\driving data\IMG\left_2023_04_21_14_27_06_940.jpg,D:\camer\driving data\IMG\right_2023_04_21_14_27_06_940.jpg,0,1,0,30.19033
D:\camer\driving data\IMG\center_2023_04_21_14_27_07_008.jpg,D:\camer\driving data\IMG\left_2023_04_21_14_27_07_008.jpg,D:\camer\driving data\IMG\right_2023_04_21_14_27_07_008.jpg,0,1,0,30.19032
D:\camer\driving data\IMG\center_2023_04_21_14_27_07_076.jpg,D:\camer\driving data\IMG\left_2023_04_21_14_27_07_076.jpg,D:\camer\driving data\IMG\right_2023_04_21_14_27_07_076.jpg,0,1,0,30.19051
D:\camer\driving data\IMG\center_2023_04_21_14_27_07_143.jpg,D:\camer\driving data\IMG\left_2023_04_21_14_27_07_143.jpg,D:\camer\driving data\IMG\right_2023_04_21_14_27_07_143.jpg,0,1,0,30.19034
D:\camer\driving data\IMG\center_2023_04_21_14_27_07_265.jpg,D:\camer\driving data\IMG\left_2023_04_21_14_27_07_265.jpg,D:\camer\driving data\IMG\right_2023_04_21_14_27_07_265.jpg,-0.2,1,0,30.17987
D:\camer\driving data\IMG\center_2023_04_21_14_27_07_339.jpg,D:\camer\driving data\IMG\left_2023_04_21_14_27_07_339.jpg,D:\camer\driving data\IMG\right_2023_04_21_14_27_07_339.jpg,-0.4,1,0,30.1575
D:\camer\driving data\IMG\center_2023_04_21_14_27_07_416.jpg,D:\camer\driving data\IMG\left_2023_04_21_14_27_07_416.jpg,D:\camer\driving data\IMG\right_2023_04_21_14_27_07_416.jpg,0,1,0,30.18905
D:\camer\driving data\IMG\center_2023_04_21_14_27_07_483.jpg,D:\camer\driving data\IMG\left_2023_04_21_14_27_07_483.jpg,D:\camer\driving data\IMG\right_2023_04_21_14_27_07_483.jpg,0,1,0,30.18982
D:\camer\driving data\IMG\center_2023_04_21_14_27_07_551.jpg,D:\camer\driving data\IMG\left_2023_04_21_14_27_07_551.jpg,D:\camer\driving data\IMG\right_2023_04_21_14_27_07_551.jpg,0,1,0,30.19016
D:\camer\driving data\IMG\center_2023_04_21_14_27_07_641.jpg,D:\camer\driving data\IMG\left_2023_04_21_14_27_07_641.jpg,D:\camer\driving data\IMG\right_2023_04_21_14_27_07_641.jpg,0,1,0,30.19028
D:\camer\driving data\IMG\center_2023_04_21_14_27_07_708.jpg,D:\camer\driving data\IMG\left_2023_04_21_14_27_07_708.jpg,D:\camer\driving data\IMG\right_2023_04_21_14_27_07_708.jpg,0,1,0,30.1903
D:\camer\driving data\IMG\center_2023_04_21_14_27_07_775.jpg,D:\camer\driving data\IMG\left_2023_04_21_14_27_07_775.jpg,D:\camer\driving data\IMG\right_2023_04_21_14_27_07_775.jpg,0,1,0,30.19028
D:\camer\driving data\IMG\center_2023_04_21_14_27_07_851.jpg,D:\camer\driving data\IMG\left_2023_04_21_14_27_07_851.jpg,D:\camer\driving data\IMG\right_2023_04_21_14_27_07_851.jpg,0,1,0,30.19041
D:\camer\driving data\IMG\center_2023_04_21_14_27_07_923.jpg,D:\camer\driving data\IMG\left_2023_04_21_14_27_07_923.jpg,D:\camer\driving data\IMG\right_2023_04_21_14_27_07_923.jpg,0,1,0,30.19029
D:\camer\driving data\IMG\center_2023_04_21_14_27_08_012.jpg,D:\camer\driving data\IMG\left_2023_04_21_14_27_08_012.jpg,D:\camer\driving data\IMG\right_2023_04_21_14_27_08_012.jpg,-0.2,1,0,30.17985
D:\camer\driving data\IMG\center_2023_04_21_14_27_08_090.jpg,D:\camer\driving data\IMG\left_2023_04_21_14_27_08_090.jpg,D:\camer\driving data\IMG\right_2023_04_21_14_27_08_090.jpg,-0.4,1,0,30.15697
D:\camer\driving data\IMG\center_2023_04_21_14_27_08_182.jpg,D:\camer\driving data\IMG\left_2023_04_21_14_27_08_182.jpg,D:\camer\driving data\IMG\right_2023_04_21_14_27_08_182.jpg,0,1,0,30.1892
D:\camer\driving data\IMG\center_2023_04_21_14_27_08_249.jpg,D:\camer\driving data\IMG\left_2023_04_21_14_27_08_249.jpg,D:\camer\driving data\IMG\right_2023_04_21_14_27_08_249.jpg,0,1,0,30.18999
D:\camer\driving data\IMG\center_2023_04_21_14_27_08_339.jpg,D:\camer\driving data\IMG\left_2023_04_21_14_27_08_339.jpg,D:\camer\driving data\IMG\right_2023_04_21_14_27_08_339.jpg,0,1,0,30.19026
D:\camer\driving data\IMG\center_2023_04_21_14_27_08_427.jpg,D:\camer\driving data\IMG\left_2023_04_21_14_27_08_427.jpg,D:\camer\driving data\IMG\right_2023_04_21_14_27_08_427.jpg,0,1,0,30.19028
D:\camer\driving data\IMG\center_2023_04_21_14_27_08_497.jpg,D:\camer\driving data\IMG\left_2023_04_21_14_27_08_497.jpg,D:\camer\driving data\IMG\right_2023_04_21_14_27_08_497.jpg,-0.2,1,0,30.18046
D:\camer\driving data\IMG\center_2023_04_21_14_27_08_570.jpg,D:\camer\driving data\IMG\left_2023_04_21_14_27_08_570.jpg,D:\camer\driving data\IMG\right_2023_04_21_14_27_08_570.jpg,-0.35,1,0,30.16403
D:\camer\driving data\IMG\center_2023_04_21_14_27_08_647.jpg,D:\camer\driving data\IMG\left_2023_04_21_14_27_08_647.jpg,D:\camer\driving data\IMG\right_2023_04_21_14_27_08_647.jpg,0,1,0,30.18955
D:\camer\driving data\IMG\center_2023_04_21_14_27_08_755.jpg,D:\camer\driving data\IMG\left_2023_04_21_14_27_08_755.jpg,D:\camer\driving data\IMG\right_2023_04_21_14_27_08_755.jpg,0,1,0,30.19021
